survey_prefix,area_code,datatype_code,size_code,ownership_code,industry_code,industry_title,year,aggregation_level,first_quarter_status_code,first_quarter_number_of_establishments,january_employment,february_employment,march_employment,first_quarter_total_wages,first_quarter_taxable_wages,first_quarter_contributions,first_quarter_average_weekly_wage,second_quarter_status_code,second_quarter_number_of_establishments,april_employment,may_employment,june_employment,second_quarter_total_wages,second_quarter_taxable_wages,second_quarter_contributions,second_quarter_average_weekly_wage,third_quarter_status_code,third_quarter_number_of_establishments,july_employment,august_employment,september_employment,third_quarter_total_wages,third_quarter_taxable_wages,third_quarter_contributions,third_quarter_average_weekly_wage,fourth_quarter_status_code,fourth_quarter_number_of_establishments,october_employment,november_employment,december_employment,fourth_quarter_total_wages,fourth_quarter_taxable_wages,fourth_quarter_contributions,fourth_quarter_average_weekly_wage,annual_status_code,annual_average_number_of_establishments,annual_average_employment,annual_total_wages,annual_taxable_wages,annual_contributions,annual_average_weekly_wage,annual_average_pay
ENU,48423,0,0,5,448190,Other clothing stores,2010,78,,8,79,78,73,300863,279209,4119,302,,8,79,80,77,340227,176683,2586,333,,8,77,79,66,351187,103650,1695,365,,8,75,82,96,372860,96539,1552,340,,8,78,1365137,656081,9952,335,17409
ENU,48423,0,0,5,4482,Shoe stores,2010,76,,16,106,107,103,351164,311701,5691,256,,16,100,96,104,391307,194348,3542,301,,16,104,107,104,381086,143039,2540,279,,16,96,99,104,386822,112753,2095,299,,16,103,1510379,761841,13868,283,14735
ENU,48423,0,0,5,44821,Shoe stores,2010,77,,16,106,107,103,351164,311701,5691,256,,16,100,96,104,391307,194348,3542,301,,16,104,107,104,381086,143039,2540,279,,16,96,99,104,386822,112753,2095,299,,16,103,1510379,761841,13868,283,14735
ENU,48423,0,0,5,448210,Shoe stores,2010,78,,16,106,107,103,351164,311701,5691,256,,16,100,96,104,391307,194348,3542,301,,16,104,107,104,381086,143039,2540,279,,16,96,99,104,386822,112753,2095,299,,16,103,1510379,761841,13868,283,14735
ENU,48423,0,0,5,4483,"Jewelry, luggage, and leather goods stores",2010,76,,16,102,100,93,674574,499844,7695,528,,16,88,87,86,623025,135198,2242,551,,16,85,84,82,615368,53689,1185,566,,15,95,105,98,900318,96980,1799,697,,16,92,2813285,785711,12921,588,30552
ENU,48423,0,0,5,44831,Jewelry stores,2010,77,,16,102,100,93,674574,499844,7695,528,,16,88,87,86,623025,135198,2242,551,,16,85,84,82,615368,53689,1185,566,,15,95,105,98,900318,96980,1799,697,,16,92,2813285,785711,12921,588,30552
ENU,48423,0,0,5,448310,Jewelry stores,2010,78,,16,102,100,93,674574,499844,7695,528,,16,88,87,86,623025,135198,2242,551,,16,85,84,82,615368,53689,1185,566,,15,95,105,98,900318,96980,1799,697,,16,92,2813285,785711,12921,588,30552
ENU,48423,0,0,5,451,"Sporting goods, hobby, book and music stores",2010,75,,39,532,484,488,2159247,1722307,24331,331,,40,483,495,493,2651122,888839,13236,416,,40,502,527,493,2616474,599326,8834,397,,42,520,566,588,3111163,617104,9205,429,,40,514,10538006,3827576,55606,394,20492
ENU,48423,0,0,5,4511,Sporting goods and musical instrument stores,2010,76,,27,301,284,292,1098963,937341,14426,289,,28,295,291,293,1335779,551406,9042,351,,28,293,297,294,1288202,345977,5591,336,,29,312,355,356,1537998,384651,6404,347,,28,305,5260942,2219375,35463,331,17235
ENU,48423,0,0,5,45111,Sporting goods stores,2010,77,,11,70,61,67,249656,224112,3161,291,,12,76,73,75,330159,136480,2270,340,,11,77,78,75,363382,84485,898,365,,12,74,75,75,365684,67030,735,377,,12,73,1308881,512107,7064,345,17930
ENU,48423,0,0,5,451110,Sporting goods stores,2010,78,,11,70,61,67,249656,224112,3161,291,,12,76,73,75,330159,136480,2270,340,,11,77,78,75,363382,84485,898,365,,12,74,75,75,365684,67030,735,377,,12,73,1308881,512107,7064,345,17930
ENU,48423,0,0,5,45112,"Hobby, toy, and game stores",2010,77,,10,184,176,178,630750,513137,9005,271,,10,172,173,174,742981,332224,5559,330,,11,175,177,177,691771,218539,3848,302,,11,193,234,236,886800,272526,4882,309,,11,187,2952302,1336426,23294,303,15753
ENU,48423,0,0,5,451120,"Hobby, toy, and game stores",2010,78,,10,184,176,178,630750,513137,9005,271,,10,172,173,174,742981,332224,5559,330,,11,175,177,177,691771,218539,3848,302,,11,193,234,236,886800,272526,4882,309,,11,187,2952302,1336426,23294,303,15753
ENU,48423,0,0,5,45113,"Sewing, needlework, and piece goods stores",2010,77,,3,27,27,28,96924,92161,1484,273,,3,29,26,26,130467,50353,981,372,,3,24,25,25,98799,35817,795,308,,3,24,25,24,100887,31244,689,319,,3,26,427077,209575,3949,318,16532
ENU,48423,0,0,5,451130,"Sewing, needlework, and piece goods stores",2010,78,,3,27,27,28,96924,92161,1484,273,,3,29,26,26,130467,50353,981,372,,3,24,25,25,98799,35817,795,308,,3,24,25,24,100887,31244,689,319,,3,26,427077,209575,3949,318,16532
ENU,48423,0,0,5,45114,Musical instrument and supplies stores,2010,77,,3,20,20,19,121633,107931,776,476,,3,18,19,18,132172,32349,232,555,,3,17,17,17,134250,7136,50,607,,3,21,21,21,184627,13851,98,676,,3,19,572682,161267,1156,580,30141
ENU,48423,0,0,5,451140,Musical instrument and supplies stores,2010,78,,3,20,20,19,121633,107931,776,476,,3,18,19,18,132172,32349,232,555,,3,17,17,17,134250,7136,50,607,,3,21,21,21,184627,13851,98,676,,3,19,572682,161267,1156,580,30141
ENU,48423,0,0,5,4512,"Book, periodical, and music stores",2010,76,,12,231,200,196,1060284,784966,9905,390,,12,188,204,200,1315343,337433,4194,513,,12,209,230,199,1328272,253349,3243,480,,13,208,211,232,1573165,232453,2801,558,,12,209,5277064,1608201,20143,486,25249
ENU,48423,0,0,5,45121,Book stores and news dealers,2010,77,N,8,0,0,0,0,0,0,0,N,8,0,0,0,0,0,0,0,N,8,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,8,0,0,0,0,0,0
ENU,48423,0,0,5,451211,Book stores,2010,78,N,8,0,0,0,0,0,0,0,N,8,0,0,0,0,0,0,0,N,8,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,8,0,0,0,0,0,0
ENU,48423,0,0,5,45122,"Precorded tape, CD, and record stores",2010,77,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,451220,"Precorded tape, CD, and record stores",2010,78,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,452,General merchandise stores,2010,75,,46,2831,2767,2803,13486103,11302388,196960,370,,46,2766,2763,2810,15140883,7034476,123772,419,,45,2843,2840,2802,15178033,3081695,55711,413,,45,2844,2984,3052,14290528,2423264,45421,371,,46,2842,58095547,23841823,421864,393,20441
ENU,48423,0,0,5,4521,Department stores,2010,76,,9,1674,1640,1635,7747259,6376575,116307,361,,9,1630,1615,1643,8592516,3800292,69630,406,,9,1659,1685,1621,8784734,1770367,32993,408,,9,1640,1768,1815,8396517,1420620,27653,371,,9,1669,33521026,13367854,246583,386,20088
ENU,48423,0,0,5,45211,Department stores,2010,77,,9,1674,1640,1635,7747259,6376575,116307,361,,9,1630,1615,1643,8592516,3800292,69630,406,,9,1659,1685,1621,8784734,1770367,32993,408,,9,1640,1768,1815,8396517,1420620,27653,371,,9,1669,33521026,13367854,246583,386,20088
ENU,48423,0,0,5,452111,"Department stores, except discount",2010,78,,4,597,576,556,2514990,1961479,50505,336,,4,570,575,555,2693772,976554,27631,366,,4,547,574,545,2852823,551046,15342,395,,4,561,623,634,3001791,503196,14659,381,,4,576,11063376,3992275,108137,369,19204
ENU,48423,0,0,5,452112,Discount department stores,2010,78,,5,1077,1064,1079,5232269,4415096,65802,375,,5,1060,1040,1088,5898744,2823738,41999,427,,5,1112,1111,1076,5931911,1219321,17651,415,,5,1079,1145,1181,5394726,917424,12994,366,,5,1093,22457650,9375579,138446,395,20553
ENU,48423,0,0,5,4529,Other general merchandise stores,2010,76,,37,1157,1127,1168,5738844,4925813,80653,384,,37,1136,1148,1167,6548367,3234184,54142,438,,36,1184,1155,1181,6393299,1311328,22718,419,,36,1204,1216,1237,5894011,1002644,17768,372,,37,1173,24574521,10473969,175281,403,20944
ENU,48423,0,0,5,45291,Warehouse clubs and supercenters,2010,77,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,452910,Warehouse clubs and supercenters,2010,78,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,45299,All other general merchandise stores,2010,77,N,34,0,0,0,0,0,0,0,N,34,0,0,0,0,0,0,0,N,33,0,0,0,0,0,0,0,N,33,0,0,0,0,0,0,0,N,34,0,0,0,0,0,0
ENU,48423,0,0,5,452990,All other general merchandise stores,2010,78,N,34,0,0,0,0,0,0,0,N,34,0,0,0,0,0,0,0,N,33,0,0,0,0,0,0,0,N,33,0,0,0,0,0,0,0,N,34,0,0,0,0,0,0
ENU,48423,0,0,5,453,Miscellaneous store retailers,2010,75,,80,586,553,555,3350763,2744718,67369,456,,82,552,560,556,3823549,1326258,29152,529,,80,580,570,584,3657174,690895,15358,487,,82,626,621,608,4083077,598802,12173,508,,81,579,14914563,5360673,124052,495,25748
ENU,48423,0,0,5,4531,Florists,2010,76,,11,40,40,40,155305,142301,1849,299,,11,36,44,36,150724,103794,1080,300,,10,36,39,38,150570,44146,424,307,,11,42,35,37,150252,42103,539,304,,11,39,606851,332344,3892,302,15728
ENU,48423,0,0,5,45311,Florists,2010,77,,11,40,40,40,155305,142301,1849,299,,11,36,44,36,150724,103794,1080,300,,10,36,39,38,150570,44146,424,307,,11,42,35,37,150252,42103,539,304,,11,39,606851,332344,3892,302,15728
ENU,48423,0,0,5,453110,Florists,2010,78,,11,40,40,40,155305,142301,1849,299,,11,36,44,36,150724,103794,1080,300,,10,36,39,38,150570,44146,424,307,,11,42,35,37,150252,42103,539,304,,11,39,606851,332344,3892,302,15728
ENU,48423,0,0,5,4532,"Office supplies, stationery, and gift stores",2010,76,,22,274,262,256,1668962,1343168,28812,486,,22,249,246,244,1892559,596449,11947,591,,23,258,258,279,1827861,288798,6768,531,,24,298,298,271,2128476,258971,4943,567,,23,266,7517858,2487386,52470,543,28254
ENU,48423,0,0,5,45321,Office supplies and stationery stores,2010,77,,8,163,164,162,1229581,947342,23319,580,,8,158,156,154,1476846,357382,8424,728,,8,164,157,163,1359318,127491,3020,648,,8,161,155,153,1600265,94721,2200,787,,8,159,5666010,1526936,36963,685,35598
ENU,48423,0,0,5,453210,Office supplies and stationery stores,2010,78,,8,163,164,162,1229581,947342,23319,580,,8,158,156,154,1476846,357382,8424,728,,8,164,157,163,1359318,127491,3020,648,,8,161,155,153,1600265,94721,2200,787,,8,159,5666010,1526936,36963,685,35598
ENU,48423,0,0,5,45322,"Gift, novelty, and souvenir stores",2010,77,,14,111,98,94,439381,395826,5493,335,,14,91,90,90,415713,239067,3523,354,,15,94,101,116,468543,161307,3748,348,,16,137,143,118,528211,164250,2743,306,,15,107,1851848,960450,15507,333,17320
ENU,48423,0,0,5,453220,"Gift, novelty, and souvenir stores",2010,78,,14,111,98,94,439381,395826,5493,335,,14,91,90,90,415713,239067,3523,354,,15,94,101,116,468543,161307,3748,348,,16,137,143,118,528211,164250,2743,306,,15,107,1851848,960450,15507,333,17320
ENU,48423,0,0,5,4533,Used merchandise stores,2010,76,,15,80,83,84,230955,224604,3215,216,,17,86,88,93,281494,191197,2931,243,,16,96,96,94,280874,142208,2054,227,,16,97,97,99,326855,88749,1437,257,,16,91,1120178,646758,9637,237,12298
ENU,48423,0,0,5,45331,Used merchandise stores,2010,77,,15,80,83,84,230955,224604,3215,216,,17,86,88,93,281494,191197,2931,243,,16,96,96,94,280874,142208,2054,227,,16,97,97,99,326855,88749,1437,257,,16,91,1120178,646758,9637,237,12298
ENU,48423,0,0,5,453310,Used merchandise stores,2010,78,,15,80,83,84,230955,224604,3215,216,,17,86,88,93,281494,191197,2931,243,,16,96,96,94,280874,142208,2054,227,,16,97,97,99,326855,88749,1437,257,,16,91,1120178,646758,9637,237,12298
ENU,48423,0,0,5,4539,Other miscellaneous store retailers,2010,76,,32,192,168,175,1295541,1034645,33493,559,,32,181,182,183,1498772,434818,13194,633,,31,190,177,173,1397869,215743,6112,597,,31,189,191,201,1477494,208979,5254,587,,32,184,5669676,1894185,58053,594,30897
ENU,48423,0,0,5,45391,Pet and pet supplies stores,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,453910,Pet and pet supplies stores,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,45393,"Manufactured, mobile, home dealers",2010,77,,12,68,68,71,704961,504568,26826,786,,12,75,76,78,823968,180596,9818,830,,12,77,75,74,782240,77791,4376,799,N,12,0,0,0,0,0,0,0,N,12,0,0,0,0,0,0
ENU,48423,0,0,5,453930,"Manufactured, mobile, home dealers",2010,78,,12,68,68,71,704961,504568,26826,786,,12,75,76,78,823968,180596,9818,830,,12,77,75,74,782240,77791,4376,799,N,12,0,0,0,0,0,0,0,N,12,0,0,0,0,0,0
ENU,48423,0,0,5,45399,All other miscellaneous store retailers,2010,77,N,18,0,0,0,0,0,0,0,N,18,0,0,0,0,0,0,0,N,17,0,0,0,0,0,0,0,,17,67,73,81,454009,74298,894,474,N,18,0,0,0,0,0,0
ENU,48423,0,0,5,453991,Tobacco stores,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,453998,Store retailers not specified elsewhere,2010,78,,16,65,42,44,309331,269917,3899,473,,16,46,46,48,349115,95667,1701,575,,15,55,45,44,328239,46635,783,526,N,15,0,0,0,0,0,0,0,N,16,0,0,0,0,0,0
ENU,48423,0,0,5,454,Nonstore retailers,2010,75,,12,58,60,58,652229,432830,13329,855,,13,60,57,57,691678,109381,3483,917,,13,57,57,57,577435,28600,1091,779,,13,58,58,58,590894,77261,2522,784,,13,58,2512236,648072,20425,834,43377
ENU,48423,0,0,5,4541,Electronic shopping and mail-order houses,2010,76,N,3,0,0,0,0,0,0,0,,4,7,5,4,34869,29046,622,503,,4,5,5,5,22765,137,1,350,N,3,0,0,0,0,0,0,0,,4,5,95937,48229,816,403,20932
ENU,48423,0,0,5,45411,Electronic shopping and mail-order houses,2010,77,N,3,0,0,0,0,0,0,0,,4,7,5,4,34869,29046,622,503,,4,5,5,5,22765,137,1,350,N,3,0,0,0,0,0,0,0,,4,5,95937,48229,816,403,20932
ENU,48423,0,0,5,454111,Electronic shopping,2010,78,N,3,0,0,0,0,0,0,0,,4,7,5,4,34869,29046,622,503,,4,5,5,5,22765,137,1,350,N,3,0,0,0,0,0,0,0,,4,5,95937,48229,816,403,20932
ENU,48423,0,0,5,4542,Vending machine operators,2010,76,N,4,0,0,0,0,0,0,0,,4,23,23,24,214698,37348,1951,708,,4,23,23,23,202087,10386,600,676,N,4,0,0,0,0,0,0,0,,4,23,846574,229591,10214,700,36412
ENU,48423,0,0,5,45421,Vending machine operators,2010,77,N,4,0,0,0,0,0,0,0,,4,23,23,24,214698,37348,1951,708,,4,23,23,23,202087,10386,600,676,N,4,0,0,0,0,0,0,0,,4,23,846574,229591,10214,700,36412
ENU,48423,0,0,5,454210,Vending machine operators,2010,78,N,4,0,0,0,0,0,0,0,,4,23,23,24,214698,37348,1951,708,,4,23,23,23,202087,10386,600,676,N,4,0,0,0,0,0,0,0,,4,23,846574,229591,10214,700,36412
ENU,48423,0,0,5,4543,Direct selling establishments,2010,76,,5,31,31,31,439837,239327,5933,1091,,5,30,29,29,442111,42987,910,1159,,5,29,29,29,352583,18077,490,935,,6,31,31,31,335194,69861,2062,832,,5,30,1569725,370252,9395,1003,52179
ENU,48423,0,0,5,45431,Fuel dealers,2010,77,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,454312,"Liquefied petroleum gas, bottled gas, dealers",2010,78,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,45439,Other direct selling establishments,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,454390,Other direct selling establishments,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,48-49,Transportation and warehousing,2010,74,,130,3074,3081,3097,30135452,23702046,408260,752,,124,3098,3113,3188,33161013,10150861,155662,814,,123,3138,3170,3221,33900255,6282846,95043,821,,125,3235,3272,3313,36314434,4945622,81829,853,,126,3167,133511154,45081375,740794,811,42161
ENU,48423,0,0,5,481,Air transportation,2010,75,,3,20,20,20,229422,118775,1868,882,,4,21,21,21,252923,37672,746,926,,4,21,21,21,278571,12451,220,1020,,4,21,21,21,276261,9765,172,1012,,4,21,1037177,178663,3006,961,49984
ENU,48423,0,0,5,4811,Scheduled air transportation,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,48111,Scheduled air transportation,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,481111,Scheduled passenger air transportation,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,4812,Nonscheduled air transportation,2010,76,N,2,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,48121,Nonscheduled air transportation,2010,77,N,2,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,481211,Nonscheduled air passenger chartering,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,481212,Nonscheduled air freight chartering,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,481219,Other nonscheduled air transportation,2010,78,-0,0,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,484,Truck transportation,2010,75,,68,634,639,649,6277994,4794374,177072,754,,63,668,675,705,7167244,1242089,45227,808,,62,682,688,689,7699287,750357,25872,863,,62,687,691,684,7874152,687072,27425,881,,64,674,29018677,7473892,275596,828,43038
ENU,48423,0,0,5,4841,General freight trucking,2010,76,,41,466,469,473,4724304,3602834,128364,774,,37,477,479,504,5339865,816835,27868,844,,39,500,503,507,5885122,485492,14354,899,,39,512,508,503,5869747,405298,13654,889,,39,492,21819038,5310459,184240,853,44370
ENU,48423,0,0,5,48411,"General freight trucking, local",2010,77,,16,89,88,90,905934,654899,24565,783,,13,96,97,99,1000044,187617,4160,790,,15,104,106,109,1138649,114153,2818,824,,15,110,108,99,1127110,114269,3386,821,,15,100,4171737,1070938,34929,806,41892
ENU,48423,0,0,5,484110,"General freight trucking, local",2010,78,,16,89,88,90,905934,654899,24565,783,,13,96,97,99,1000044,187617,4160,790,,15,104,106,109,1138649,114153,2818,824,,15,110,108,99,1127110,114269,3386,821,,15,100,4171737,1070938,34929,806,41892
ENU,48423,0,0,5,48412,"General freight trucking, long-distance",2010,77,,25,377,381,383,3818370,2947935,103799,772,,24,381,382,405,4339821,629218,23708,857,,24,396,397,398,4746473,371339,11536,920,,24,402,400,404,4742637,291029,10268,908,,24,392,17647301,4239521,149311,865,44999
ENU,48423,0,0,5,484121,"General freight trucking, long-distance TL",2010,78,,20,254,253,255,2230489,1852825,69403,675,,19,252,253,273,2560994,484815,19286,760,,19,262,262,260,2814487,260177,8173,828,,19,267,267,271,2870374,236870,8633,823,,19,261,10476344,2834687,105495,773,40178
ENU,48423,0,0,5,484122,"General freight trucking, long-distance LTL",2010,78,,5,123,128,128,1587881,1095110,34396,967,,5,129,129,132,1778827,144403,4422,1053,,5,134,135,138,1931986,111162,3363,1095,,5,135,133,133,1872263,54159,1635,1077,,5,131,7170957,1404834,43816,1049,54567
ENU,48423,0,0,5,4842,Specialized freight trucking,2010,76,,27,168,170,176,1553690,1191540,48708,698,,26,191,196,201,1827379,425254,17359,717,,23,182,185,182,1814165,264865,11518,763,,23,175,183,181,2004405,281774,13771,858,,25,183,7199639,2163433,91356,759,39450
ENU,48423,0,0,5,48421,Used household and office goods moving,2010,77,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,,4,17,16,15,38916,24141,787,187,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,484210,Used household and office goods moving,2010,78,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,,4,17,16,15,38916,24141,787,187,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,48422,"Other specialized trucking, local",2010,77,,19,115,117,122,1068542,862198,28688,697,,18,131,136,136,1220261,308156,11554,699,,16,124,123,120,1111413,138903,5054,699,,16,116,119,116,1158368,124331,4905,762,,17,123,4558584,1433588,50201,713,37087
ENU,48423,0,0,5,484220,"Other specialized trucking, local",2010,78,,19,115,117,122,1068542,862198,28688,697,,18,131,136,136,1220261,308156,11554,699,,16,124,123,120,1111413,138903,5054,699,,16,116,119,116,1158368,124331,4905,762,,17,123,4558584,1433588,50201,713,37087
ENU,48423,0,0,5,48423,"Other specialized trucking, long-distance",2010,77,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,,3,42,48,50,807121,133302,8079,1330,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,484230,"Other specialized trucking, long-distance",2010,78,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,,3,42,48,50,807121,133302,8079,1330,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,485,Transit and ground passenger transportation,2010,75,,3,16,17,17,108454,93466,864,501,,3,18,17,18,112819,45302,392,491,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,,3,14,344091,152805,1356,478,24874
ENU,48423,0,0,5,4851,Urban transit systems,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,48511,Urban transit systems,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,485113,Bus and other motor vehicle transit systems,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,4854,School and employee bus transportation,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,48541,School and employee bus transportation,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,485410,School and employee bus transportation,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,4855,Charter bus industry,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,48551,Charter bus industry,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,485510,Charter bus industry,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,486,Pipeline transportation,2010,75,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,4861,Pipeline transportation of crude oil,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,48611,Pipeline transportation of crude oil,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,486110,Pipeline transportation of crude oil,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,488,Support activities for transportation,2010,75,,18,81,83,100,748023,618243,7165,654,,18,97,102,105,836773,260536,3199,635,,19,104,102,109,869339,133916,1560,637,,19,102,102,104,1088756,127619,1451,816,,19,99,3542891,1140314,13375,686,35697
ENU,48423,0,0,5,4881,Support activities for air transportation,2010,76,,6,22,22,22,197602,141217,1998,691,,6,20,21,20,205617,45764,873,778,,6,20,19,19,196299,30660,543,781,,6,20,20,19,224577,13373,189,878,,6,20,824095,231014,3603,779,40529
